id,url,title,content
0,https://ernest.essec.edu/support/solutions/articles/7000035830-etudiants-admis-sur-concours-documents-d-inscription-%C3%A0-pr%C3%A9parer,Enrollment / Inscription,"Enrollment / Inscription
Afin d’anticiper au mieux l'inscription administrative que vous ferez en ligne
une fois que vous aurez confirmé votre admission à l'ESSEC, nous vous
recommandons de préparer, au format numérique, les éléments suivants :

  

\- Une photo d’identité de bonne qualité , au format d'une photo requise pour
une pièce d’identité. Cette photo sera utilisée pour la création de votre
carte étudiante. Voir les critères d'une photo dans notre article ""[Critères à
respecter pour les photos de cartes
d'étudiants](https://ernest.essec.edu/support/solutions/articles/7000032004--
photo-crit%C3%A8res-%C3%A0-respecter-pour-les-photos-de-
cartes-d-%C3%A9tudiants-requirements-for-student-card-ph)"".

  

\- Un acte de naissance intégral (avec filiation complète). Voir les détails
et la procédure d'obtention dans notre article sur ""[Extrait d'acte de
naissance](https://ernest.essec.edu/support/solutions/articles/7000027320-birth-
certificate-extrait-d-acte-de-naissance)"".

  

\- Une copie de pièce d’identité en cours de validité, - recto **ET** verso
s'il s'agit de la carte nationale d'identité. Voir notre article sur
""[Sécurité: pièces d'identité et/ou documents
importants](https://ernest.essec.edu/support/solutions/articles/7000035620-safety-
how-to-keep-id-and-or-valuable-documents-s%C3%A9curit%C3%A9-pi%C3%A8ces-d-
identit%C3%A9-et-ou-documents-impo)""

  

Vous pourrez alors effectuer votre inscription en ligne très rapidement.

Le bureau du registraire la validera. Vous pourrez alors accéder à votre
espace personnel, MyRegistrar, télécharger vos documents (certificat de
scolarité, relevé de compte ESSEC), payer en ligne, téléverser vos documents
pour nous informer de votre situation (attestation de bourse, de prêt, etc.).

  

Le paiement des frais de scolarité de la 1ère année peut se faire en ligne à
votre rythme du moment que la totalité est réglée avant le 31 août ou la date
indiquée sur votre relevé de compte ESSEC.

****  

  

Pour que vous sachiez à quoi va ressembler votre inscription en ligne à
l'ESSEC, nous vous recommandons de lire les articles suivants :

  

## [[Inscription][Global BBA] Faire mon inscription en ligne / My online
enrollment](https://ernest.essec.edu/support/solutions/articles/7000057276--
inscription-global-bba-faire-mon-inscription-en-ligne-my-online-enrollment)

## [[Inscription][Pré Master ESSEC Grande Ecole] mon inscription en ligne My
online enrollment
/](https://ernest.essec.edu/support/solutions/articles/7000057792--
inscription-pr%C3%A9-master-essec-grande-ecole-mon-inscription-en-ligne-my-
online-enrollment-)

  

"
1,https://ernest.essec.edu/support/solutions/articles/7000032004--photo-crit%C3%A8res-%C3%A0-respecter-pour-les-photos-de-cartes-d-%C3%A9tudiants-requirements-for-student-card-ph,Enrollment / Inscription,"Enrollment / Inscription
**[English below] Votre photo d'identité doit se conformer aux mêmes exigences
que celles d'une demande de pièce d'identité (passeport, carte nationale
d'identité).**

  

C'est pourquoi, pour être acceptée par le Registraire, la photo utilisée pour
la création de votre carte étudiante doit respecter les critères suivants :

  

\- Votre visage doit être centré dans le cadre, présenté de face et de taille
correcte

\- Votre photo doit être de format passeport et occuper tout le cadre

\- La qualité de la photo doit garantir que vous soyez reconnaissable

\- Les couvre-chefs portés quotidiennement pour des raisons religieuses sont
autorisés à condition de ne pas masquer le visage

  

**De plus, cette photo servira au CV book susceptible de servir à votre
recrutement pour vos prochains stages et votre emploi.**

  

* * *

![](https://s3-eu-west-1.amazonaws.com/eu-
cdn.freshdesk.com/data/helpdesk/attachments/production/7011820932/original/QrDtYKV2K2DifsOdVSiXo6YGRRKhy8E_fA?1523617100)

* * *

**Your ID photograph must meet the same requirements as those when applying
for an ID document such as passport, national identity card.**

  

This is the reason why, to be accepted by the Registrar, the photo used to
edit your ESSEC student card must meet the following requirements :

  

\- Your head must face the camera directly with full face in view and have the
correct size

\- Your photo must be in the passport format and occupy the whole frame

\- The photo quality must be good enough so you can be recognized

\- Religious head coverings are acceptable as long as it does not hide your
face

  

**Furthermore, this photograph may be used for the CV book when you apply for
your future internships and your job.**

  

  

"
2,https://ernest.essec.edu/support/solutions/articles/7000008086-comment-obtenir-un-certificat-de-scolarit%C3%A9-how-to-get-an-enrollment-certificate-,Enrollment / Inscription,"Enrollment / Inscription
**1\. Vous allez entrer à l'ESSEC et n'avez pas terminé votre inscription en
ligne**

Pour votre prêt étudiant, votre visa, etc., vous pouvez dans un premier temps
présenter votre [lettre
d'admission](https://ernest.essec.edu/support/solutions/articles/7000055939--
visa-acceptance-letter-prior-to-and-after-payment-of-deposit-official-
acceptance-letter-for-my-vi) (celle avant le paiement des arrhes et celle
après le paiement des arrhes).

  

En effet, votre certificat de scolarité est disponible sur votre portail
intranet du Registraire - [MyRegistrar](https://essec.myintranet.online/),
section Mes Documents. une fois que vous avez terminé et validé votre dossier
en ligne et que vous avez reçu le courriel ""Dossier d'inscription complet"",
avec le lien vers MyRegistrar, de la part de l'équipe du bureau du
Registraire.

  

Si vous disposez de vos documents prêts à être téléversés sur la plateforme
d'inscription tels que photo, pièce d'identité, extrait d'acte de naissance,
votre inscription en ligne ne prendra que 10 minutes. Vous accéderez alors à
MyRegistrar dans les 48 heures.

  

Mais si vous n'avez pas vos documents prêts, le délai pour accéder à
MyRegistrar dépendra du temps que vous prendrez à les préparer.

  

Voir notre FAQ [Parcours de l'inscription en
ligne](https://ernest.essec.edu/support/solutions/articles/7000032601-essec-
online-enrollment-at-a-glance-parcours-de-l-inscription-en-ligne-)

  

**2\. Vous êtes étudiant inscrit à l'ESSEC**

Le certificat de scolarité est accessible 24 heures sur 24, 7 jours sur 7, en
téléchargement, version PDF, français et anglais, depuis votre portail
intranet du Registraire - [MyRegistrar](https://essec.myintranet.online/),
section Mes Documents.

  

Si jamais vous n'arrivez pas à télécharger ce document, signalez-nous
l'anomalie en faisant une capture écran du message d'erreur que vous recevez.

  

**Nota bene:**

Si, pour des besoins particuliers tels que renouvellement de carte de séjour,
ce certificat de scolarité standard est insuffisant parce que vous avez besoin
d'un certificat de scolarité détaillé qui mentionne la date de diplômation,
votre assiduité, etc., vous devez en faire la demande auprès du service des
études du programme du Groupe ESSEC dans lequel vous êtes inscrit.

Pour la Grande Ecole, l'email est [etudes@essec.edu](mailto:etudes@essec.edu).

  

Si vous êtes un parent, voyez [cet
article](https://ernest.essec.edu/support/solutions/articles/7000073612--
parent-payment-je-suis-parent-je-voudrais-avoir-le-relev%C3%A9-de-compte-
essec-ou-certificat-de-solari).

**************

  

 **_1\. You are about to join ESSEC and you have not yet completed your online
enrollment :_**

_To apply for a student loan, your visa, etc., you may first provide
your[letters of
admission](https://ernest.essec.edu/support/solutions/articles/7000055939--
visa-acceptance-letter-prior-to-and-after-payment-of-deposit-official-
acceptance-letter-for-my-vi) to ESSEC Business School (prior to and after the
payment of the deposit)._

_  
_

_Indeed your enrollment certificate can be downloaded from the Registrar
intranet -[MyRegistrar](https://essec.myintranet.online/), section My
Documents., in PDF version, English and French, only once you _have finished,
validated your enrollment file online_ and received _the email ""Enrollment
file completed"" containing the link
to[](https://essec.myintranet.online/)_[](https://essec.myintranet.online/)_[](https://essec.myintranet.online/)[](https://essec.myintranet.online/)[
_MyRegistrar_](https://essec.myintranet.online/)[](https://essec.myintranet.online/)[](https://essec.myintranet.online/)
_[](https://essec.myintranet.online/)_[](https://essec.myintranet.online/)._ _

 _  
_

_If you have your documents ready to upload such as your ID photograph, your
ID document, your extract of birth certificate, you can carry out your
enrollment in 10 minutes. You can then be granted access to MyRegistrar in 48
hours._

_  
_

_But if you do not have your documents ready, access to MyRegistrar will be
delayed as long as you do not upload your documents._

_  
_

_See our FAQ [[ESSEC Online enrollment at a
glance](https://ernest.essec.edu/support/solutions/articles/7000032601-essec-
online-enrollment-at-a-glance-parcours-de-l-inscription-en-ligne-) ]_

  

_**2\. You are enrolled at ESSEC or _a continuing student_ **_

 _Your enrollment certificate can be downloaded
from[](https://essec.myintranet.online/)_[](https://essec.myintranet.online/)[
_MyRegistrar_](https://essec.myintranet.online/)[](https://essec.myintranet.online/)
_[](https://essec.myintranet.online/), 24 hours/7._

  

_In case you cannot download your document, do not hesitate to write to our
office along with a screenshot of the error message._

  

_**Please note:**  
_

_If, due to your personal situation such as renewal of French residence
permit, this standard enrollment certificate is not sufficient because you
need a detailed enrollment certificate mentionning the graduation date, your
attendance, etc., you should contact the academic affairs of your program of
enrollment._

_Grande Ecole academic affairs' email
is[etudes@essec.edu](mailto:etudes@essec.edu)._

  

_In case you are a parent, please see[this
article](https://ernest.essec.edu/support/solutions/articles/7000073612--
parent-payment-je-suis-parent-je-voudrais-avoir-le-relev%C3%A9-de-compte-
essec-ou-certificat-de-solari)._

  

"
3,https://ernest.essec.edu/support/solutions/articles/7000027320-birth-certificate-extrait-d-acte-de-naissance,Enrollment / Inscription,"Enrollment / Inscription
Version française plus bas.

Students enrolled at ESSEC Business School are required to provide a complete
extract of their birth certificate when they complete their enrollment online.

  

It is a copy of the record made upon the birth of a new born baby by an
official body. This record includes the name of the father, the (if
applicable, maiden) name of the mother, the name of the child, the date of
birth, the place of birth.

  

In case this copy is in another language than French, students must ensure to
have a certified translation since the official language of the French State
is French.

  

![](https://s3-eu-central-1.amazonaws.com/euc-
cdn.freshdesk.com/data/helpdesk/attachments/production/7082398733/original/4x51s6Y-pZPnV8Y119PLJeDSGU_hennzVA.png?1651668625)For
European Union students there is a specific E.U multilingual form. Click
[here](https://beta.e-justice.europa.eu/35981/EN/public_documents_forms?init=true)
to access the public document forms. Then, select Annex 1 - Birth. Then click
to download the editable PDF form from the member State. After you have
completed your data, you must not forget to email the editable PDF form.

You'll be asked to select the language of the issuing member State and the
language of the receiving member State. E.g.: Italian for Italy and French for
France.

  

When proceeding to their enrollment online, students may upload a scan copy
provided they are able to show the paper version upon request.

  

Apart from the School requirements, students may have to provide original
copies of the translation when carrying out their personal administrative
formalities. This is why it is recommended to keep a few copies of this
valuable document.

  

This document has no expiry date as long as the identity of the student
remains unchanged. In case of any change, students must provide the Office of
the registrar with an updated evidence.

  

![](https://s3-eu-central-1.amazonaws.com/euc-
cdn.freshdesk.com/data/helpdesk/attachments/production/7082400121/original/waGpWx83rEFZeMHDgNx58DWKjyoea4PJwA.png?1651669302)

2 links:

French students [born in France may apply online](https://www.service-
public.fr/particuliers/vosdroits/R1406) free of charge.

For [French citizens born outside France](https://www.service-
public.fr/particuliers/vosdroits/R1405) .

  

Depending on the place of birth, this document may take some time to be
issued. Students are advised to take all necessary steps to obtain it in due
time, prior to the final admission results.

  

**Caution : in many occasions French or non French students are required by
the French authorities to provide this document as the sole evidence of their
identity, sometimes only in original. This is why we urge you to have this
document ready.**

  

*********

Les étudiants inscrits au Groupe ESSEC doivent impérativement fournir un
extrait d'acte de naissance intégral lorsqu'ils effectuent leur inscription en
ligne.

  

Il s'agit d'une copie de l'enregistrement fait lors de la naissance auprès
d'un organisme officiel. Cet enregistrement comporte le nom du père, le nom
(éventuellement de jeune fille) de la mère, le nom de l'enfant, la date de
naissance, le lieu de naissance.

  

Si cet extrait est dans une autre langue que le français, les étudiants
doivent en faire une traduction certifiée parce que la langue officielle de
l'Etat français est la langue française.

  

![](https://s3-eu-central-1.amazonaws.com/euc-
cdn.freshdesk.com/data/helpdesk/attachments/production/7082398846/original/WGnMUCV1zWB6J084yok5nYOknkAOA-
Qfiw.png?1651668682)Pour les étudiants de l'Union européenne, il existe un
formulaire spécifique à l'Union européenne, multilingue. Cliquez
[ici](https://beta.e-justice.europa.eu/35981/EN/public_documents_forms?init=true)
pour accéder aux formulaires de documents publics. Ensuite, sélectionnez
Annexe I - Naissance. Puis, cliquez sur Télécharger le formulaire PDF
modifiable délivré par l'Etat membre. Une fois que vous avez complété,
n'oubliez pas d'envoyer le formualire PDF modifiable par courriel. Il vous est
demandé de choisir la langue de l'Etat membre de délivrance et la langue de
l'Etat membre destinataire. Par ex.: italien pour l'Italie et français pour la
France.

  

Lors de leur inscription en ligne, les étudiants peuvent télécharger une
version électronique, la version papier étant seulement à montrer sur demande.

  

En dehors de ce qui est exigé par l'Ecole, les étudiants peuvent avoir à
fournir des copies originales de la traduction lors de démarches
administratives personnelles. C'est pourquoi nous vous recommandons d'en
garder quelques-unes.

  

Ce document est sans limitation de durée tant que l'identité de
l'étudiant/étudiante demeure inchangée. En cas de changement, les étudiants
doivent alors fournir au Bureau du registraire un justificatif mis à jour.

  

![](https://s3-eu-central-1.amazonaws.com/euc-
cdn.freshdesk.com/data/helpdesk/attachments/production/7082400322/original/XQbn7KBjLagBQSFHWgexweY6A2QPo5aUng.png?1651669365)

Deux liens:

Les étudiants nés en France peuvent demander gratuitement leur [extrait d'acte
de naissance intégral en ligne sur le site du Service
Public](https://www.service-public.fr/particuliers/vosdroits/R1406).

Pour [les ressortissants français nés à l'étranger](https://www.service-
public.fr/particuliers/vosdroits/R1405).

  

En fonction du lieu de naissance, ce document peut demander du temps. Il
appartient aux étudiants de faire le nécessaire pour l'obtenir dans les délais
requis, avant les résultats d'admission.

  

**Attention : les étudiants français comme les étudiants non français doivent
dans de nombreuses situations présenter aux autorités françaises un extrait
d'acte de naissance comme seule preuve de leur identité, quelquefois en
document original. C'est pourquoi nous vous recommandons fortement d'avoir ce
document à votre disposition.**

  

  

"
4,https://ernest.essec.edu/support/solutions/articles/7000014695-why-a-french-bank-account-,Enrollment / Inscription,"Enrollment / Inscription
Having a French bank account will facilitate your day-to-day life. It is
indeed requested

  

•for reimbursement of your medical expenses by French Social Security

•for housing subsidy payment made by CAF (French State entity that pays the
subsidy)

•for buying a SIM card and so on.

  

For residence permit renewal, you will be requested to provide your bank
statements **_in French._**

  

Moreover, if you have a French bank account, your bank can also provide you
with housing insurance which is mandatory when you rent an apartment in
France.

  

You can fill in a bank account opening form with [ESSEC bank partners in
Cergy](https://ernest.essec.edu/support/solutions/articles/7000014998-our-
bank-partners-student-loan-bank-account-nos-banques-partenaires-
pr%C3%AAt-%C3%A9tudiant-compte-banc).

  

[![](https://static.wixstatic.com/media/1c7021_0454cb7adc664522bb5101e90603b520~mv2.png/v1/fill/w_156,h_108,al_c,usm_0.66_1.00_0.01/1c7021_0454cb7adc664522bb5101e90603b520~mv2.png)](https://ernest.essec.edu/support/solutions/articles/7000013315-le-
cr%C3%A9dit-lyonnais-lcl)

  

  

[![](https://s3-eu-west-1.amazonaws.com/eu-
cdn.freshdesk.com/data/helpdesk/attachments/production/7003576003/original/HVPNjRqYccXG0Sypg7i7huTCYy0vdLbkLQ?1499070827)](https://ernest.essec.edu/solution/articles/7000013164-soci%C3%A9t%C3%A9-g%C3%A9n%C3%A9rale)

  

[![](https://s3-eu-west-1.amazonaws.com/eu-
cdn.freshdesk.com/data/helpdesk/attachments/production/7003576691/original/FSjStCn8uPWLDDW8SJyvjo1xMCMdGkyfGQ?1499071669)](https://registraratessec.freshdesk.com/solution/articles/7000015152-bnp-
paribas)

  

  

  

"
5,https://ernest.essec.edu/support/solutions/articles/7000015973-inscription-administrative-facturation-bourses-pr%C3%AAts-etc-versus-inscription-p%C3%A9dagogique-cours-,Enrollment / Inscription,"Enrollment / Inscription
Le parcours d'inscription administrative qui comprend la facturation, la
gestion des bourses ou des prêts, les formalités des non Européens, etc., géré
par le Bureau du registraire est distinct de l'inscription aux cours
pédagogiques qui, elle, est gérée par les services pédagogiques de chaque
programme.

_The administrative registration process comprising the invoicing, the
handling of scholarships or loans, formalities required from non Europeans,
etc., handled by the Office of the registrar is distinct from course
registration handled by the academic team of each academic program._

  

Ces deux types d'inscription font l'objet de procédures séparées qui ne
doivent pas être confondues.

_These two types of registration are subject to separate procedures and must
not be confused._

  

**Inscription administrative (facturation, bourses, prêts, visas et titres de
séjour pour la France, etc) /_Enrollment_ _(invoicing, scholarships, loans,
French visas and residence permits, etc)_**| **Inscription aux cours (notes,
diplômes, etc) /_Course registration (grades, degrees, etc)_**  
**_via the portal MyESSEC, open just before classes start_**  
  
---|---  
Bureau du Registraire / _Office of the Registrar_  
  
 _[MyRegistrar](https://essec.myintranet.online/)_  
  
 _[ERnest or ESSEC Registrar.NET](https://ernest.essec.edu/support/solutions)_  
|  Grande Ecole : service des études / _academic affairs_  
 _(etudes@essec.edu)_  
  
Global BBA : équipe pédagogique / _academic team_  
Mastères Spécialisés, MSc in, Masters : équipe pédagogique / _academic team_  
Global MBA : équipe pédagogique / _academic team_  
Ph.D. : équipe pédagogique / _academic team_  
  
  

"
6,https://ernest.essec.edu/support/solutions/articles/7000012118-2024-2025-cvec,Enrollment / Inscription,"Enrollment / Inscription
**{English below}**

**1\. Ce que dit la loi :******

  

La loi du 8 mars 2018 relative à l'orientation et la réussite des étudiants,
confirmée par le décret d'application n° 2018-564 du 30 juin 2018 dit que
**TOUS les étudiants inscrits dans un établissement d'enseignement supérieur
français en vue d'obtenir un diplôme** , quelle que soit leur nationalité,
doivent s'acquitter chaque année de la contribution dite [CVEC - contribution
de vie étudiante et de campus](http://www.etudiant.gouv.fr/cid130435/vous-
acquitter-de-la-cvec-une-demarche-obligatoire-pour-vous-inscrire-dans-l-
enseignement-superieur.html) :

  

**2\. Quels étudiants sont concernés (cf Tableau ci-dessous) :**

  

**Tous les étudiants inscrits au Groupe ESSEC** **en vue d'obtenir un
diplôme** , **devront justifier chaque année au Registraire qu'ils se sont
bien acquittés de la CVEC.**

  

**3\. Qui sont les étudiants non concernés?**

  

3.1 Les étudiants **qui N'obtiendront PAS un diplôme de l'ESSEC,** simplement
inscrits**en échange dans le cadre d'un partenariat, ne sont pas concernés par
la CVEC.**

3.2**** Les étudiants**en double diplôme international dans le cadre d'un
partenariat**

3.2**** Les étudiants**qui paient leur scolarité à Singapour et à Rabat.**

  

**4\. Comment obtenir son attestation de CVEC :**

  * payer la CVEC **par carte bancaire, en ligne** , sur la [plateforme du CROUS](https://cvec.etudiant.gouv.fr/) de Versailles dont relève l'ESSEC. Indiquez votre ville d'études qui est ""CERGY"". Le montant à régler est de 103€ pour l'année 2024/2025. 
  * si vous êtes exonéré de la contribution CVEC, vous n'aurez rien à payer. 
  * s'il s'agit de votre première année d'études en France et si vous n'avez pas de numéro INE, vous pouvez laisser le champ vide. On vous demandera ensuite de confirmer que vous n'avez pas d'INE. Un numéro vous sera attribué automatiquement par la plateforme.
  * si vous avez déjà étudié en France, merci de prendre le temps de rechercher votre numéro INE (sur votre relevé de notes du bac par exemple).
  * Dans l'un ou l'autre cas, vous obtiendrez une **attestation sur laquelle figureront votre nom, votre numéro d'attestation, votre numéro INE**.

  

Voir ci-dessous en document joint, un Exemple d'une attestation. Sont
stabilotés en jaune le numéro d'attestation et le numéro INE à reporter sur
MyRegistrar.

  

**5\. Comment fournir cette attestation à l'ESSEC :**

  * se connecter au portail intranet du registraire - [MyRegistrar Cergy](https://essec.myintranet.online/) (si vous êtes encore en cours d'inscription, veuillez vous connecter à <https://essec.inscription.online>)
  * cliquer sur Mes Démarches
  * téléverser votre attestation (pas le reçu de paiement)-**Si message d'erreur modifier le nom du fichier pour chaque année**
  * saisir votre nom _tel que renseigné sur l'attestation, copier à l'identique._
  * saisir le numéro de l'attestation CVEC, composé de 12 caractères, _tel que renseigné sur l'attestation_
  * saisir le numéro INE _tel que renseigné sur l'attestation_

  

**Aucune inscription/réinscription ne pourra être entièrement validée sans
cette preuve.**

  

*********

_ **1\. What the law says:**_

  

_The French law of 8 March 2018 on the subject of students' orientation and
performance, confirmed by decree n° 2018-564 of 30 June 2018 says that_ _**ALL
students enrolled in a French higher education institution in order to obtain
a degree** , whatever their nationality, must pay **online, by bank card** ,
this tax - [link : [CVEC - contribution de vie étudiante et de campus
obligatoire](http://www.etudiant.gouv.fr/cid130435/vous-acquitter-de-la-cvec-
une-demarche-obligatoire-pour-vous-inscrire-dans-l-enseignement-
superieur.html) ]_

  

_See detailed explanations in English on [_[___Campus France website about
that tax that must be paid by all enrolled
students_](https://www.campusfrance.org/en/10-things-you-need-to-know-about-
the-new-student-and-campus-life-contribution-cvec-0) _]_

  

_**2\. Which students are subject to the CVEC:**_

  

_**All degree-seeking students enrolled at ESSEC must, when carrying out their
enrollment** , provide the office of the registrar with **a copy of their CVEC
certificate**_ _**.**_

  

**_3\. Which students are not subject to the CVEC:_**

_3.1_** __**__I_ __ncoming exchange students covered by a study abroad
partnership agreement,___**__**_who will NOT obtain an ESSEC degree,_**__**

___3.2 Incoming international double degree students**covered by a study
abroad partnership agreement,**___

___3.3 Students who___** __**_pay their tuition fees in Singapore and
Rabat._**__**

  

**_4\. How to obtain the CVEC certificate:_**

  

  * _pay the tax of CVEC online by bank card on[CROUS platform](https://cvec.etudiant.gouv.fr/) in Versailles that oversees ESSEC Business School. Enter the name of the city where ESSEC is, that is ""CERGY"". The amount to pay is 103€ for the 2024/2025 school year. _
  *  _if you are in a case of fee waiver, you won't have to pay._
  * _The system asks your for an INE number. You can leave the field blank. You will then have to confirm that you do not have an INE number. Once you have done that, the platform will assign a unique identification number for you._
  * _in either situation, payment or not, you'll get a**certificate****which will show your name, the attestation number at the top, the INE number.**_

_  
_

_See**below in Attachment****, a template of the CVEC attestation**. The
attestation number and the INE number that you have to type in MyRegistar are
highlighted in yellow. _

  

 _Screenshot of Article 3 of Campus France webpage_

![](https://s3-eu-central-1.amazonaws.com/euc-
cdn.freshdesk.com/data/helpdesk/attachments/production/7033300313/original/LqqZTftcNu-
sSsVCOx6F-PdjfKIS3gTfrQ.png?1565253890)

  

** _5\. How to provide ESSEC with your attestation:_**

  * l _og on to the registrar intranet -_ Click here if you're enrolled in Cergy: [MyRegistrar Cergy](https://essec.myintranet.online/) \- if you have not yet finalized your online enrollment, click here <https://essec.inscription.online>
  * _click on Administrative Process_
  *  _upload your attestation (not the payment receipt) -**If error message modify the file name for each year**_
  *  _type your name exactly _as it appears in the attestation__
  *  _type the 12-character attestation number exactly _as it appears in the attestation_ _
  *  _type the INE number exactly _as it appears in the attestation_ _

  

 _**No enrollment will be fully validated unless proof - of payment or fee
waiver - is received by ESSEC.**_

  

  

**Statut étudiant /**_**Student Status**_| ** _Paiement? /_**_**Payment?**_  
| **Attestation à l'ESSEC? /**_**Provide ESSEC with attestation?**_  
---|---|---  
étudiants boursiers d'Etat d'enseignement supérieur (CROUS) /  
_students holding a higher education scholarship from the French State_|
exonérés de paiement / _exempt from payment for this State tax_  
  
  
  
|  MAIS doivent fournir une attestation de CVEC / _YET_ _must provide their
CVEC certificate_  
  
étudiants étrangers, boursiers du gouvernement français (Campus France, AEFE)
/  
_Foreign students holding a French government scholarship (Campus France,
AEFE)_|  exonérés de paiement / _exempt from payment for this State tax_  
  
|  MAIS doivent fournir une attestation de CVEC / _YET_ _must provide their
CVEC certificate_  
  
étudiants en apprentissage / _students in apprenticeship_  
  
  
|  doivent s'acquitter de cette contribution à l'Etat/ _must pay this French
State tax_|  ET doivent fournir une attestation de CVEC / _AND_ _must provide
their CVEC certificate_  
  
étudiants en échange ou en double diplôme international/ _Exchange or
international double degree student_|  déchargés de cette formalité /
_relieved from this requirement_  
  
  
|  aucune démarche à effectuer / _no action to take_  
  
étudiants payant leurs frais de scolarité à Singapour ou à Rabat / _students
who pay your tuition fees in Singapore or in Rabat_  
|  déchargés de cette formalité / _relieved from this requirement_  
  
  
  
|  aucune démarche à effectuer / _no action to take_  
  
  
  

**en résumé : étudiants inscrits à plein temps, en vue d'obtenir un diplôme ET
payant leur scolarité en France /**_**in a nutshell : full-time, degree
seeking students paying their tuition fees in France**_| **doivent remplir
cette formalité de contribution à l'Etat français/_must comply with this
requirement from the French State_  
**  
  
  
---|---  
  
  

  

"
7,https://ernest.essec.edu/support/solutions/articles/7000015739-my-name-in-my-passport-is-different-from-the-one-in-my-birth-certificate-mon-nom-sur-mon-passeport-,Enrollment / Inscription,"Enrollment / Inscription
In case there is a discrepancy between your name as it appears in your
passport and the one that appears in your birth certificate, we recommend that
you take the measures so as to obtain an affidavit **prior to your arrival in
France**. You'll be indeed required to provide evidence of your identity in
many occasions.

In case you prefer to wait until you arrive in France, you'll obtain this
affidavit from your consulate located in Paris. This might be a lengthy
process.

  

Later on, if the name you entered at the time of enrollment needs to be
modified by the Office of the Registrar, you'll have to provide documentary
evidence of your identity change.

  

******

_Au cas où il y aurait une différence entre votre nom tel qu'il figure sur
votre passeport et celui qui apparaît sur votre acte de naissance, nous vous
recommandons de prendre les mesures nécessaires pour obtenir un
affidavit**avant votre arrivée en France**. En effet, il vous sera demandé en
maintes occasions de fournir la preuve de votre identité._

_Si vous préférez attendre d'arriver en France, vous pourrez obtenir cet
affidavit auprès de votre consulat situé à Paris. Cela peut prendre un certain
temps._

  

_Par la suite, si le nom sous lequel vous avez été inscrit (e) doit être
modifié par le Bureau du Registraire, vous devrez fournir un justificatif de
ce changement d'identité._

"
8,https://ernest.essec.edu/support/solutions/articles/7000059354--cvec-tutorial-the-student-life-and-campus-contribution-cvec-,Enrollment / Inscription,"Enrollment / Inscription
Click on this **[Campus France
tutorial](https://www.youtube.com/watch?v=0RlhjHIEKO0&feature=youtu.be)** to
see how to pay your mandatory CVEC or obtain your attestation of exemption.

  

===

  

Cliquez sur ce **[tutoriel Campus
France](https://www.youtube.com/watch?v=NUQcrF7BxNQ&feature=youtu.be)** pour
voir comment payer votre CVEC obligatoire ou obtenir votre attestation
d'exonération.

"
9,https://ernest.essec.edu/support/solutions/articles/7000032601-essec-online-enrollment-at-a-glance-parcours-de-l-inscription-en-ligne,Enrollment / Inscription,"Enrollment / Inscription
To view the different steps of your Online Enrollment at ESSEC, please
consult[ that page](https://www.officeoftheregistrar.essec.edu/enrollment-
calendar) on the Registrar's Office website.

  

1) Please ensure that your enrollment reaches 100% complete status, you have
submitted and double-clicked, uploaded your supporting documents (time
requested : between 10 minutes and three weeks depending on each individual's
preparation).

2) Only then can the office of the registrar review your file and validate.

3) At that stage, you are sent a message ""**Enrollment file completed** ""
giving you access to MyRegistrar. **Unless you have received that message,
your enrollment file is not finished and you cannot access MyRegistrar, our
intranet.**

  

It is important that all students intending to attend a course at ESSEC
Business School finish their enrollment.

  

MyRegistrar is your point of entry to access, verify and update any
administrative matter : personal data, enrollment certificate, student card
services, payment of tuition fees.  
For example, you'll be able from MyRegistrar to access and download your
registration certificate or check your balance updated after each payment in
your Account Statement, available in ""Documents"" section, or make your payment
online if a payment is required.

  

********

  

Pour avoir une idée des étapes de votre parcours d'inscription en ligne,
n'hésitez pas à consulter [notre
page](https://www.officeoftheregistrar.essec.edu/enrollment-calendar) du site
du Bureau du
registraire;**[https://www.officeoftheregistrar.essec.edu/enrollment](https://www.officeoftheregistrar.essec.edu/enrollment-
calendar).**

  

1) Assurez-vous que votre inscription atteigne le niveau **""100% complet""** ,
que vous avez cliqué sur ""submit"" et double-cliqué, téléchargé vos documents
(temps nécessaire : entre 10 minutes et 3 semaines selon la préparation de
chaque individu).

2) Seulement à ce moment-là, le bureau du registraire peut examiner votre
dossier et le valider.

3) A cette étape, vous recevrez un message ""**Dossier d'Inscription complet**
"" qui vous donnera accès à MyRegistrar. **Tant que vous n'aurez pas reçu ce
message, votre dossier d'inscription n'est pas terminé et vous ne pouvez pas
accéder à MyRegistrar, notre intranet.**

  

Il est important que tous les étudiants qui ont l'intention de suivre une
formation au sein du Groupe ESSEC terminent leur inscription.

  

MyRegistrar est votre point d'entrée pour toutes les démarches administratives
: coordonnées personnelles, certificat de scolarité, carte étudiante, paiement
de la scolarité.  
Par exemple, vous pourrez télécharger votre attestation de scolarité et votre
relevé de compte dans la rubrique ""Documents"", consulter votre solde au fur et
à mesure de vos paiements, disponibles dans la section ""Documents"", ou bien
effectuer un paiement en ligne si un paiement vous est exigé.

"
